,titleId,title,region,titleType,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre1,genre2,genre3
828961,tt0115907,City Hall,US,movie,City Hall,1996,111,6.2,20289,Crime,Drama,Mystery
829077,tt0115927,Commandments,US,movie,Commandments,1997,88,5.6,1679,Comedy,Drama,Romance
829110,tt0115928,My Sex Life... or How I Got Into an Argument,US,movie,Comment je me suis disputé... (ma vie sexuelle),1996,178,6.8,1520,Comedy,Drama,Romance
829160,tt0115940,A Summer's Tale,US,movie,Conte d'été,1996,113,7.6,7472,Comedy,Drama,Romance
829231,tt0115950,Things I Never Told You,US,movie,Cosas que nunca te dije,1996,93,6.8,1386,Comedy,Drama,Romance
829269,tt0115951,Cosi,US,movie,Cosi,1996,100,6.7,1954,Comedy,Drama,Music
829317,tt0115956,Courage Under Fire,US,movie,Courage Under Fire,1996,116,6.6,52831,Action,Drama,Mystery
829368,tt0115963,The Craft,US,movie,The Craft,1996,101,6.4,87461,Drama,Fantasy,Horror
829407,tt0115964,Crash,US,movie,Crash,1996,100,6.4,56726,Drama,,
829575,tt0115986,The Crow: City of Angels,US,movie,The Crow: City of Angels,1996,84,4.7,19999,Action,Crime,Fantasy
829613,tt0115988,The Crucible,US,movie,The Crucible,1996,124,6.8,36766,Drama,History,
829663,tt0115994,Curdled,US,movie,Curdled,1996,88,5.9,5196,Comedy,Crime,Thriller
829700,tt0116000,D3: The Mighty Ducks,US,movie,D3: The Mighty Ducks,1996,104,5.5,26345,Action,Comedy,Drama
829808,tt0116014,Forbidden City Cop,US,movie,Daai laap mat taam Ling Ling Fat,1996,89,7.0,3870,Action,Comedy,Fantasy
829964,tt0116036,Dating the Enemy,US,movie,Dating the Enemy,1996,97,6.5,1757,Comedy,Fantasy,Romance
829983,tt0116039,Day of the Warrior,US,movie,Day of the Warrior,1996,96,3.8,1251,Action,Adventure,Thriller
830007,tt0116040,Daylight,US,movie,Daylight,1996,114,5.9,71036,Action,Adventure,Drama
830034,tt0116041,The Daytrippers,US,movie,The Daytrippers,1996,87,7.0,5299,Comedy,Drama,
830166,tt0116059,Dear God,US,movie,Dear God,1996,112,5.5,3883,Comedy,,
830282,tt0116075,The Dentist,US,movie,The Dentist,1996,92,5.3,9102,Horror,,
830363,tt0116095,Diabolique,US,movie,Diabolique,1996,107,5.5,14061,Drama,Horror,Mystery
830425,tt0116102,Different for Girls,US,movie,Different for Girls,1996,97,7.0,1957,Comedy,Drama,Romance
830538,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,US,movie,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89,6.6,52778,Comedy,Crime,
830588,tt0116130,Down Periscope,US,movie,Down Periscope,1996,92,6.2,23601,Comedy,,
830634,tt0116136,DragonHeart,US,movie,DragonHeart,1996,103,6.5,95210,Action,Adventure,Fantasy
830669,tt0116138,Drawing Flies,US,movie,Drawing Flies,1996,76,5.3,1402,Comedy,,
830695,tt0116141,Dream for an Insomniac,US,movie,Dream for an Insomniac,1996,90,6.1,2727,Comedy,Drama,Romance
830734,tt0116147,Drive,US,movie,Drive,1997,100,6.7,5935,Action,Adventure,Comedy
830771,tt0116151,Dunston Checks In,US,movie,Dunston Checks In,1996,88,5.4,12345,Adventure,Comedy,Family
830822,tt0116163,Ebola Syndrome,US,movie,Yi boh lai beng duk,1996,98,6.5,3825,Crime,Horror,
830836,tt0116164,Regular Guys,US,movie,Echte Kerle,1996,102,6.8,1436,Comedy,Crime,Romance
830847,tt0116165,Mickey's Monkey,US,movie,Ed,1996,94,2.7,8476,Comedy,Family,Sport
830880,tt0116168,Eddie,US,movie,Eddie,1996,100,5.2,10876,Comedy,Sport,
830984,tt0116191,Emma,US,movie,Emma,1996,120,6.7,37739,Comedy,Drama,Romance
831078,tt0116209,The English Patient,US,movie,The English Patient,1996,162,7.4,184853,Drama,Romance,War
831151,tt0116213,Eraser,US,movie,Eraser,1996,115,6.1,107460,Action,Drama,Thriller
831228,tt0116225,Escape from L.A.,US,movie,Escape from L.A.,1996,101,5.7,72720,Action,Adventure,Sci-Fi
831275,tt0116231,The Bandit,US,movie,Eskiya,1996,128,8.2,68110,Crime,Drama,Thriller
831328,tt0116240,The Evening Star,US,movie,The Evening Star,1996,129,5.9,4570,Comedy,Drama,Romance
831383,tt0116242,Woody Allen Fall Project 1995,US,movie,Everyone Says I Love You,1996,101,6.7,36497,Comedy,Musical,Romance
831412,tt0116247,Evil Ed,US,movie,Evil Ed,1995,93,5.6,3563,Comedy,Horror,
831435,tt0116250,Evita,US,movie,Evita,1996,135,6.3,35057,Biography,Drama,History
831470,tt0116253,Executive Action,US,movie,Executive Decision,1996,133,6.4,53805,Action,Adventure,Thriller
831529,tt0116259,Extreme Measures,US,movie,Extreme Measures,1996,118,6.2,19058,Crime,Drama,Mystery
831579,tt0116260,Eye for an Eye,US,movie,Eye for an Eye,1996,101,6.2,15798,Crime,Drama,Thriller
831592,tt0116261,Eye of God,US,movie,Eye of God,1997,84,7.3,1192,Crime,Drama,
831631,tt0116269,Faithful,US,movie,Faithful,1996,91,5.8,2087,Comedy,Crime,Drama
831681,tt0116275,A Family Thing,US,movie,A Family Thing,1996,109,7.0,3566,Comedy,Drama,
831714,tt0116277,The Fan,US,movie,The Fan,1996,116,5.9,47587,Action,Drama,Sport
831768,tt0116282,Fargo,US,movie,Fargo,1996,98,8.1,646884,Crime,Drama,Thriller
831829,tt0116287,Fear,US,movie,Fear,1996,97,6.2,45475,Drama,Thriller,
831862,tt0116289,Feeling Minnesota,US,movie,Feeling Minnesota,1996,99,5.4,10970,Comedy,Crime,Drama
831913,tt0116293,Female Perversions,US,movie,Female Perversions,1996,120,5.4,2442,Drama,Fantasy,Thriller
831927,tt0116295,Temptress Moon,US,movie,Feng yue,1996,130,6.7,1848,Drama,Romance,
832014,tt0116308,Fire,US,movie,Fire,1996,108,7.2,5921,Drama,Romance,
832045,tt0116311,First Kid,US,movie,First Kid,1996,101,5.3,10716,Comedy,Family,
832060,tt0116313,The First Wives Club,US,movie,The First Wives Club,1996,103,6.4,46526,Comedy,,
832130,tt0116320,Fled,US,movie,Fled,1996,98,5.4,8920,Action,Adventure,Crime
832171,tt0116322,Flipper,US,movie,Flipper,1996,95,5.3,10781,Adventure,Family,
832210,tt0116324,Flirting with Disaster,US,movie,Flirting with Disaster,1996,92,6.7,18461,Comedy,,
832242,tt0116329,Father Goose,US,movie,Fly Away Home,1996,107,6.8,24725,Adventure,Drama,Family
832299,tt0116334,For Ever Mozart,US,movie,For Ever Mozart,1996,84,6.3,1010,Comedy,Drama,War
832356,tt0116341,Lords of Tanglewood,US,movie,Forest Warrior,1996,93,3.7,2682,Action,Adventure,Comedy
832440,tt0116353,Foxfire,US,movie,Foxfire,1996,102,6.2,9121,Drama,Romance,
832479,tt0116361,Freeway,US,movie,Freeway,1996,102,6.8,27654,Comedy,Crime,Drama
832526,tt0116365,Robert Zemeckis Presents: The Frighteners,US,movie,The Frighteners,1996,110,7.1,85619,Comedy,Fantasy,Horror
832599,tt0116367,From Dusk Till Dawn,US,movie,From Dusk Till Dawn,1996,108,7.2,300309,Action,Crime,Horror
832651,tt0116378,The Funeral,US,movie,The Funeral,1996,99,6.6,8635,Crime,Drama,
832705,tt0116384,Gabbeh,US,movie,Gabbeh,1996,75,6.9,3236,Drama,Mystery,Romance
832729,tt0116390,Gamera 2: Assault of the Legion,US,movie,Gamera 2: Region shurai,1996,99,7.2,2493,Action,Fantasy,Sci-Fi
832788,tt0116404,Get on the Bus,US,movie,Get on the Bus,1996,120,6.8,5524,Adventure,Drama,History
832803,tt0116405,Getting Away with Murder,US,movie,Getting Away with Murder,1996,91,4.7,1368,Comedy,,
832815,tt0116407,Lethal,US,movie,Ghatak: Lethal,1996,158,7.4,3507,Action,Drama,
832830,tt0116409,The Ghost and the Darkness,US,movie,The Ghost and the Darkness,1996,110,6.8,59645,Adventure,Drama,Thriller
832878,tt0116410,Ghosts of Mississippi,US,movie,Ghosts of Mississippi,1996,130,6.7,10864,Drama,History,
832908,tt0116414,Girl 6,US,movie,Girl 6,1996,108,5.2,6212,Comedy,Drama,
832952,tt0116421,The Glimmer Man,US,movie,The Glimmer Man,1996,91,5.4,19661,Action,Comedy,Crime
832982,tt0116422,Last Call,US,movie,Glory Daze,1995,100,5.6,3490,Comedy,,
833012,tt0116426,The God of Cookery,US,movie,Sik san,1996,88,7.3,8659,Action,Comedy,Fantasy
833095,tt0116442,Grace of My Heart,US,movie,Grace of My Heart,1996,116,6.7,3790,Comedy,Drama,Music
833138,tt0116446,The Grave,US,movie,The Grave,1996,90,5.7,1184,Crime,Thriller,
833156,tt0116447,Gray's Anatomy,US,movie,Gray's Anatomy,1996,80,6.8,2293,Comedy,Drama,
833169,tt0116448,The Great White Hype,US,movie,The Great White Hype,1996,91,5.5,10054,Comedy,Sport,
833239,tt0116455,Young and Dangerous 3,US,movie,Goo wak chai 3: Jek sau je tin,1996,98,6.6,1025,Action,Drama,
833249,tt0116456,Young and Dangerous,US,movie,Goo wak chai: Yan joi gong woo,1996,97,7.0,1683,Action,Crime,Thriller
833334,tt0116477,William Shakespeare's Hamlet,US,movie,Hamlet,1996,242,7.7,37241,Drama,,
833374,tt0116480,Hamsun,US,movie,Hamsun,1996,159,7.1,1553,Biography,Drama,War
833378,tt0116481,Hands on a Hardbody: The Documentary,US,movie,Hands on a Hardbody: The Documentary,1997,98,7.6,2033,Comedy,Documentary,
833412,tt0116483,Adam Sandler's Happy Gilmore,US,movie,Happy Gilmore,1996,92,7.0,210268,Comedy,Sport,
833436,tt0116488,Hard Core Logo,US,movie,Hard Core Logo,1996,92,7.3,2669,Comedy,Drama,Music
833455,tt0116493,Harriet the Spy,US,movie,Harriet the Spy,1996,100,5.9,10108,Comedy,Drama,Family
833535,tt0116502,Head Above Water,US,movie,Head Above Water,1996,92,6.1,7633,Comedy,Thriller,
833555,tt0116503,Head of the Family,US,movie,Head of the Family,1996,82,5.3,1719,Comedy,Horror,
833584,tt0116506,Hearts & Minds,US,movie,Hearts & Minds,1995,100,4.9,3321,Drama,History,Thriller
833605,tt0116508,Heaven's Prisoners,US,movie,Heaven's Prisoners,1996,132,5.8,5328,Drama,Mystery,Thriller
833640,tt0116514,Hellraiser IV,US,movie,Hellraiser: Bloodline,1996,85,5.1,20572,Horror,Sci-Fi,
833673,tt0116516,Henry: Portrait of a Serial Killer 2 - Mask of Sanity,US,movie,Henry II: Portrait of a Serial Killer,1996,84,4.9,1006,Crime,Horror,Thriller
833768,tt0116531,High School High,US,movie,High School High,1996,86,5.5,13160,Comedy,Crime,Romance
833910,tt0116552,Homeward Bound 2: Lost in San Francisco,US,movie,Homeward Bound II: Lost in San Francisco,1996,88,6.0,14637,Adventure,Comedy,Family
833933,tt0116557,The Conquest,US,movie,Honfoglalás,1996,109,2.6,1022,History,,
834009,tt0116571,House Arrest,US,movie,House Arrest,1996,108,5.8,8469,Comedy,Family,
834085,tt0116581,The Eighth Day,US,movie,Le huitième jour,1996,118,7.5,9361,Comedy,Drama,
834114,tt0116583,The Hunchback of Notre Dame,US,movie,The Hunchback of Notre Dame,1996,91,7.0,149393,Animation,Drama,Family
834179,tt0116587,Hustler White,US,movie,Hustler White,1996,79,5.9,1289,Drama,Romance,
834196,tt0116589,Hype!,US,movie,Hype!,1996,84,7.6,2605,Documentary,History,Music
834205,tt0116592,"I Love You, I Love You Not",US,movie,"I Love You, I Love You Not",1996,88,5.4,2782,Drama,Romance,
834243,tt0116594,I Shot Andy Warhol,US,movie,I Shot Andy Warhol,1996,103,6.6,6661,Biography,Drama,
834273,tt0116601,I'm Not Rappaport,US,movie,I'm Not Rappaport,1996,135,6.5,1674,Comedy,Drama,
834334,tt0116606,If Lucy Fell,US,movie,If Lucy Fell,1996,92,4.9,4107,Comedy,Romance,
834442,tt0116621,In Love and War,US,movie,In Love and War,1996,113,6.0,8536,Biography,Drama,Romance
834512,tt0116629,ID4,US,movie,Independence Day,1996,145,7.0,551592,Action,Adventure,Sci-Fi
834549,tt0116630,Indian,US,movie,Indian,1996,185,8.1,11809,Action,Drama,Thriller
834577,tt0116635,Infinity,US,movie,Infinity,1996,119,6.2,1828,Biography,Drama,
834666,tt0116650,Irma Vep,US,movie,Irma Vep,1996,99,7.1,6369,Comedy,Drama,
834712,tt0116654,The Island of Dr. Moreau,US,movie,The Island of Dr. Moreau,1996,96,4.6,32741,Horror,Sci-Fi,Thriller
834755,tt0116661,It's in the Water,US,movie,It's in the Water,1997,100,6.1,1675,Comedy,Romance,
834795,tt0116669,Jack,US,movie,Jack,1996,113,5.8,59252,Comedy,Drama,Fantasy
834872,tt0116676,The Jaguar,US,movie,Le jaguar,1996,100,6.0,4255,Adventure,Comedy,
834891,tt0116681,Chasing the Kidneystone,US,movie,Jakten på nyresteinen,1996,91,5.6,1069,Adventure,Family,Fantasy
834915,tt0116683,James and the Giant Peach,US,movie,James and the Giant Peach,1996,79,6.7,63954,Adventure,Animation,Family
834937,tt0116684,Charlotte Bronte's Jane Eyre,US,movie,Jane Eyre,1996,112,6.8,9471,Drama,Romance,
834969,tt0116690,Victory,US,movie,Jeet,1996,180,5.7,2276,Action,Romance,
834973,tt0116692,Beyond Silence,US,movie,Jenseits der Stille,1996,109,7.5,4287,Drama,Music,
835011,tt0116695,Jerry Maguire,US,movie,Jerry Maguire,1996,139,7.3,253945,Comedy,Drama,Romance
835042,tt0116696,Jerusalem,US,movie,Jerusalem,1996,168,6.8,1448,Drama,,
835067,tt0116704,Police Story 4: First Strike,US,movie,Ging chaat goo si 4: Gaan dan yam mo,1996,107,6.6,20434,Action,Adventure,Comedy
835118,tt0116705,Jingle All the Way,US,movie,Jingle All the Way,1996,89,5.6,96807,Adventure,Comedy,Family
835156,tt0116707,Joe's Apartment,US,movie,Joe's Apartment,1996,80,5.5,13106,Comedy,Fantasy,Musical
835222,tt0116714,Johns,US,movie,Johns,1996,96,6.3,1752,Drama,Romance,
835261,tt0116722,Jude,US,movie,Jude,1996,123,6.9,10364,Drama,Romance,
835332,tt0116729,The Dress,US,movie,De jurk,1996,103,7.0,1902,Comedy,Drama,
835368,tt0116731,The Juror,US,movie,The Juror,1996,118,5.7,18252,Crime,Drama,Thriller
835411,tt0116736,The Hunters,US,movie,Jägarna,1996,113,7.1,8264,Crime,Thriller,
835418,tt0116739,How the War Started on My Island,US,movie,Kako je poceo rat na mom otoku,1996,97,7.8,2674,Comedy,Drama,War
835459,tt0116743,Kama Sutra: A Tale of Love,US,movie,Kama Sutra: A Tale of Love,1996,117,6.0,10421,Crime,Drama,History
835492,tt0116745,Kansas City,US,movie,Kansas City,1996,116,6.3,4719,Crime,Drama,Music
835529,tt0116752,Drifting Clouds,US,movie,Kauas pilvet karkaavat,1996,97,7.7,7519,Comedy,Drama,
835574,tt0116754,Prisoner of the Mountains,US,movie,Kavkazskiy plennik,1996,99,7.5,4412,Drama,War,
835585,tt0116756,Kazaam,US,movie,Kazaam,1996,93,3.0,23972,Comedy,Family,Fantasy
835613,tt0116762,Tornado,US,movie,Keys to Tulsa,1997,113,5.2,1671,Crime,Drama,Thriller
835631,tt0116763,Khamoshi the Musical,US,movie,Khamoshi: The Musical,1996,160,7.6,4019,Drama,Musical,Romance
835665,tt0116767,Kids Return,US,movie,Kizzu ritân,1996,107,7.5,5935,Crime,Drama,Sport
835682,tt0116768,Brain Candy,US,movie,Kids in the Hall: Brain Candy,1996,89,6.9,8562,Comedy,,
835710,tt0116770,Killer Tongue,US,movie,La lengua asesina,1996,100,4.7,1228,Comedy,Horror,Sci-Fi
835776,tt0116778,Kingpin,US,movie,Kingpin,1996,114,6.9,81109,Comedy,Sport,
835820,tt0116783,Kissed,US,movie,Kissed,1996,78,6.4,3744,Drama,Romance,
835887,tt0116790,Kolya,US,movie,Kolja,1996,105,7.8,15177,Comedy,Drama,Music
835899,tt0116791,Killer Condom,US,movie,Kondom des Grauens,1996,107,5.3,3006,Comedy,Horror,Romance
836022,tt0116823,Larger Than Life,US,movie,Larger Than Life,1996,93,5.6,7220,Comedy,Family,
836063,tt0116827,Last Dance,US,movie,Last Dance,1996,103,5.7,4280,Drama,Thriller,
836084,tt0116828,The Last Days of Frankie the Fly,US,movie,The Last Days of Frankie the Fly,1996,96,5.4,1831,Comedy,Crime,Drama
836122,tt0116830,Last Man Standing,US,movie,Last Man Standing,1996,101,6.4,56683,Action,Crime,Drama
836171,tt0116833,Summer Fling,US,movie,The Last of the High Kings,1996,103,6.1,1843,Comedy,Drama,
836206,tt0116839,Lawnmower Man 2: Beyond Cyberspace,US,movie,Lawnmower Man 2: Beyond Cyberspace,1996,93,2.5,9426,Action,Sci-Fi,Thriller
836257,tt0116845,The Leading Man,US,movie,The Leading Man,1996,100,5.7,1525,Drama,Romance,Thriller
836299,tt0116852,Leily Is with Me,US,movie,Leily Ba Man Ast,1996,95,7.6,4431,Adventure,Comedy,Drama
836331,tt0116860,"Pretty Village, Pretty Flame",US,movie,Lepa sela lepo gore,1996,115,8.7,15818,Comedy,Drama,History
836431,tt0116882,Lilies,US,movie,Lilies - Les feluettes,1996,95,7.4,2712,Crime,Drama,Fantasy
836501,tt0116897,Little Witches,US,movie,Little Witches,1996,90,4.0,1708,Horror,Thriller,
836538,tt0116905,Lone Star,US,movie,Lone Star,1996,135,7.4,29160,Drama,Mystery,
836569,tt0116908,The Long Kiss Goodnight,US,movie,The Long Kiss Goodnight,1996,121,6.8,76984,Action,Crime,Drama
836617,tt0116913,Looking for Richard,US,movie,Looking for Richard,1996,112,7.3,8223,Documentary,Drama,
836693,tt0116922,Lost Highway,US,movie,Lost Highway,1997,134,7.6,137091,Mystery,Thriller,
836743,tt0116928,Love Is All There Is,US,movie,Love Is All There Is,1996,105,5.1,1360,Comedy,Romance,
836757,tt0116930,Love Serenade,US,movie,Love Serenade,1996,101,6.8,1508,Comedy,Crime,Drama
836780,tt0116931,Love and Other Catastrophes,US,movie,Love and Other Catastrophes,1996,76,6.4,1989,Comedy,Romance,
836881,tt0116953,Mad Dog Time,US,movie,Mad Dog Time,1996,93,5.4,2833,Comedy,Crime,Drama
837034,tt0116985,Manny & Lo,US,movie,Manny & Lo,1996,88,6.6,2011,Comedy,Drama,
837120,tt0116996,Mars Attacks!,US,movie,Mars Attacks!,1996,106,6.4,219247,Comedy,Sci-Fi,
837164,tt0116999,Marvin's Room,US,movie,Marvin's Room,1996,98,6.7,27307,Drama,,
837225,tt0117002,Mary Reilly,US,movie,Mary Reilly,1996,108,5.8,14685,Drama,Horror,Romance
837268,tt0117008,Matilda,US,movie,Matilda,1996,98,6.9,139963,Comedy,Family,Fantasy
837323,tt0117011,Bloodstone,US,movie,Maximum Risk,1996,101,5.5,21544,Action,Thriller,
837457,tt0117038,Michael,US,movie,Michael,1996,105,5.7,42382,Comedy,Drama,Fantasy
837500,tt0117039,Michael Collins,US,movie,Michael Collins,1996,133,7.2,30779,Biography,Drama,Thriller
837536,tt0117040,Microcosmos,US,movie,Microcosmos: Le peuple de l'herbe,1996,80,7.9,11033,Documentary,,
837623,tt0117056,The Mirror,US,movie,Ayneh,1997,95,7.5,2629,Drama,,
837676,tt0117057,The Mirror Has Two Faces,US,movie,The Mirror Has Two Faces,1996,126,6.6,18771,Comedy,Drama,Romance
837686,tt0117060,Mission: Impossible,US,movie,Mission: Impossible,1996,110,7.1,404724,Action,Adventure,Thriller
837779,tt0117070,Mojave Moon,US,movie,Mojave Moon,1996,95,5.2,2566,Comedy,Romance,Thriller
837803,tt0117071,Moll Flanders,US,movie,Moll Flanders,1996,123,6.5,4235,Drama,Romance,
837835,tt0117073,My Man,US,movie,Mon homme,1996,99,6.5,1361,Comedy,Drama,Romance
837942,tt0117089,Rebirth of Mothra,US,movie,Mosura,1996,106,5.9,1318,Action,Adventure,Family
837965,tt0117091,Mother,US,movie,Mother,1996,104,6.9,6126,Comedy,Drama,
838009,tt0117093,Mother Night,US,movie,Mother Night,1996,114,7.1,5148,Drama,Romance,War
838075,tt0117102,Mr. Wrong,US,movie,Mr. Wrong,1996,96,3.8,5043,Comedy,,
838118,tt0117104,Mrs. Winterbourne,US,movie,Mrs. Winterbourne,1996,105,6.2,7448,Comedy,Drama,Romance
838157,tt0117107,Mulholland Falls,US,movie,Mulholland Falls,1996,107,6.3,16808,Crime,Drama,Mystery
838194,tt0117108,Multiplicity,US,movie,Multiplicity,1996,117,6.1,31602,Comedy,Romance,Sci-Fi
838254,tt0117110,Muppet Treasure Island,US,movie,Muppet Treasure Island,1996,99,7.0,23050,Action,Adventure,Comedy
838297,tt0117119,Grumpy Old Presidents,US,movie,My Fellow Americans,1996,101,6.5,14805,Adventure,Comedy,
838353,tt0117128,Mystery Science Theater 3000: The Movie,US,movie,Mystery Science Theater 3000: The Movie,1996,73,7.3,18230,Comedy,Drama,Fantasy
838395,tt0117135,Jailbirds,US,movie,Männerpension,1996,96,5.9,1622,Comedy,Crime,Drama
838681,tt0117193,No Way Back,US,movie,No Way Back,1995,91,5.1,2916,Action,Crime,Drama
838699,tt0117194,Gasoline Alley,US,movie,No Way Home,1996,99,6.8,1508,Crime,Drama,Thriller
838754,tt0117202,Normal Life,US,movie,Normal Life,1996,101,6.2,2332,Crime,Drama,
838804,tt0117214,A Matter of Innocence,US,movie,Nun va Goldoon,1996,78,7.8,3673,Comedy,Drama,
838857,tt0117218,The Nutty Professor,US,movie,The Nutty Professor,1996,95,5.6,114290,Comedy,Romance,Sci-Fi
838915,tt0117221,Nénette et Boni,US,movie,Nénette et Boni,1996,103,6.9,1562,Drama,,
838991,tt0117238,Omega Doom,US,movie,Omega Doom,1996,84,4.1,3081,Drama,Sci-Fi,Thriller
839063,tt0117247,One Fine Day,US,movie,One Fine Day,1996,108,6.5,45221,Comedy,Drama,Romance
839117,tt0117260,Hot City,US,movie,Original Gangstas,1996,99,5.7,1709,Action,Crime,Drama
839247,tt0117283,The Pallbearer,US,movie,The Pallbearer,1996,98,5.0,10085,Comedy,Romance,
839279,tt0117284,Palookaville,US,movie,Palookaville,1995,92,6.5,2513,Comedy,Crime,
839315,tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills,US,movie,Paradise Lost: The Child Murders at Robin Hood Hills,1996,150,8.3,16248,Crime,Documentary,
839442,tt0117315,The Father,US,movie,Pedar,1996,91,7.5,1443,Drama,,
839492,tt0117318,The People vs. Larry Flynt,US,movie,The People vs. Larry Flynt,1996,130,7.3,91908,Biography,Drama,
839567,tt0117331,The Phantom,US,movie,The Phantom,1996,100,5.0,33430,Action,Adventure,Comedy
839612,tt0117333,Phenomenon,US,movie,Phenomenon,1996,123,6.4,77314,Drama,Fantasy,Romance
839667,tt0117342,The Pinocchio Syndrome,US,movie,Pinocchio's Revenge,1996,96,4.0,2117,Fantasy,Horror,Mystery
839704,tt0117350,Plump Fiction,US,movie,Plump Fiction,1997,82,2.7,3849,Comedy,Crime,
839776,tt0117359,Ponette,US,movie,Ponette,1996,97,7.5,4414,Drama,,
839822,tt0117364,The Portrait of a Lady,US,movie,The Portrait of a Lady,1996,144,6.2,11450,Drama,Romance,
839884,tt0117372,The Preacher's Wife,US,movie,The Preacher's Wife,1996,123,5.6,11706,Comedy,Drama,Fantasy
839975,tt0117381,Primal Fear,US,movie,Primal Fear,1996,129,7.7,201835,Crime,Drama,Mystery
840022,tt0117394,Deep Crimson,US,movie,Profundo carmesí,1996,110,7.3,1769,Crime,Drama,Romance
840095,tt0117398,The Promise,US,movie,La promesse,1996,90,7.8,7656,Drama,,
840163,tt0117407,Pusher,US,movie,Pusher,1996,110,7.4,37917,Crime,Thriller,
840288,tt0117420,The Quest,US,movie,The Quest,1996,95,5.6,25537,Action,Adventure,Drama
840329,tt0117427,Race the Sun,US,movie,Race the Sun,1996,100,5.4,3155,Adventure,Comedy,Drama
